,post_id,text,uid,len,city,age
4,353864.0,Чудесный рассказ!спасибо за настроение с утра!,186192173.0,7,56,
0,353836.0,И я там былИ мёд я пил,158128383.0,7,119,
1,353836.0,И мертвые с косами стоять,197117330.0,5,151,
2,353836.0,брехня,36667070.0,1,,
3,353836.0,Можно точку на карте?),6607201.0,4,99,
4,353836.0,https://author.today/work/6562 рассказ про димерджи,86169603.0,6,133,
5,353836.0,Где же шутки про Крым?,414919083.0,5,0,23
6,353836.0,"[id414919083|Александръ], крым сам по себе является шуткой. вернее то, что там люди живут. хотя эти паразиты везде живут. даже в такой пустыне как крым.",25154476.0,24,,
7,353836.0,"[id25154476|Лена], кстати да. Там же почти нечего ловить, кроме портового Сева и всякой горнодобывающей хрени. Два ляма населения там нафиг не нужны.Ах да, виноградники ещё.",39074613.0,26,,
8,353836.0,"[id39074613|Олексій], и ещё куча соли на всё тело, дикая влажность, но жажда. пресной воды практически нет. канал украинцы перекрыли может теперь и виноградников нет. любой здравомыслящий человек побывав там, особенно дикарём, больше туда не поедет. это ещё не говоря о повсеместном бандитизме. жрать то местным надо что-то.",25154476.0,48,,
9,353836.0,Хорошие места!?,393307290.0,3,650,
10,353836.0,ЧТА? комы вы пьяны=D,145595130.0,4,627,22
11,353836.0,"На самом деле, каждая вылазка в такое место типа Крыма, Камчатки или же Алтая становиться единственной и не повторимой, когда посищаешь такие места, у человека зачастую меняется мировозрение и мироощущение.",121315250.0,30,2,
0,353800.0,,112148815.0,0,,
1,353800.0,Любовь это дофаминэргическая целеполагающая мотивация к созданию устойчивых парных связей https://vk.com/photo28782161_316944752,28782161.0,13,,
2,353800.0,любовь - жизнь,342792118.0,2,562,
0,353793.0,пошла гуглить кто такой Эверетт Рюсс),65122788.0,6,1,
1,353793.0,прекрасно написано?,308748050.0,2,,
2,353793.0,так а где именно эти великаны?,30561974.0,6,61,
3,353793.0,"боже ,эти леса...",90982347.0,3,104,
4,353793.0,Кто читал Уолден или жизнь в лесу Генри Торо? Там в книге много подобных пассажей...,934484.0,15,,
5,353793.0,Эверет Рюсс.. почитайте книгу Into the wild. Кракауэр там пишет о нем,934484.0,12,,
6,353793.0,"[id934484|Denis], жаль что книги У Л Рошо не найти никак. Про самого Эверетта Рюсса.",155447925.0,14,,
7,353793.0,"это секвойи - они были в Америке, остались ли, не знаю",126169850.0,10,,
0,353784.0,Ох@еные фото!!!!!!,384037529.0,2,0,14
1,353784.0,"Невероятно. Само название ""Карпаты"" очень загадочно звучит",92449991.0,7,134,
2,353784.0,Круто,156639016.0,1,0,115
3,353784.0,Третье фото очень атмосферное. Сразу вспоминается таинственность этих мест.З.Ы. Вопрос к автору: Что по времени и протяжности маршрута?,119880208.0,20,,
4,353784.0,Скайрим наяву,245725071.0,2,,
5,353784.0,"вернулся оттуда пару дней назад . Шёл один , 3 дня ,это полонина Боржава в районе Межгорья, около 40 км. маршрут.  Погода правда была суровейшая , вот на фото пример) https://vk.com/photo-54566161_456262352",8322035.0,31,,
6,353784.0,"Один на 40 км - сильно, ещё если и людей не встречал - вообще кайф. Всё никак не соберусь сам пойти в одиночку в Карпаты! ?А знак мэйби какие-то негодяи погнули))",119880208.0,30,,
7,353784.0,?,414919083.0,1,0,23
0,353761.0,????,17934588.0,1,0,
1,353761.0,??,414919083.0,1,0,23
0,353752.0,Хачу такой,62832041.0,2,0,75
1,353752.0,Что за райское авто? *-*,299068841.0,6,125,
2,353752.0,https://vk.com/video21002392_456239895,50005803.0,3,123,
3,353752.0,,63539788.0,0,61,
4,353752.0,И музыка подходящая!,414919083.0,3,0,23
5,353752.0,вот бы так сейчас...,166899257.0,4,0,28
6,353752.0,Мечта,147616453.0,1,2,
7,353752.0,пизато,241999846.0,1,,
0,353747.0,Ну до чего же красиво! Отличные фотографии!,414919083.0,7,0,23
0,353739.0,Сколько адаптация по времени заняла?,261733865.0,5,0,14
1,353739.0,"[id261733865|Yama], адаптация происходит по дороге)",67901524.0,5,282,26
0,353734.0,W.R.???,3718317.0,3,1,29
1,353734.0,"А еда, вода?",44890836.0,3,104,
2,353734.0,Ложка и вилка? Да вы эстет))А видео действительно полезно ?,136824224.0,11,,
3,353734.0,"""Как собрать рюкзак в поход от нациста"", разве не так стоило видео назвать?",378129627.0,13,0,60
4,353734.0,"[id3718317|Царь], мне кажется среди путешественников нету места для таких людей, как ты и человека, которым ты восхитился. Расизм и нацизм - рак для души.",378129627.0,23,0,60
5,353734.0,"[id378129627|Fl], А причем тут фашизм? Тебя в детстве гадкие скинхеды обидели что ли?",3718317.0,13,1,29
6,353734.0,"[id378129627|Fl], нет места для таки как?.. ты и сам не промах по части дискриминации...",135912943.0,14,0,
7,353734.0,"Ой, я и не посмотрел кому ответил, по портакам и ушам все понятно стало) бедный, угнетенный панк!Хорошо, что твое мнение мало кого интересует.",3718317.0,24,1,29
8,353734.0,"[id135912943|Андрей], ?",378129627.0,1,0,60
9,353734.0,"Для меня, туризм - это состояние души. А остальное от шайтана.",154968608.0,10,113,
10,353734.0,"[id3718317|Царь], да я обычно таким угнетенным интеллектом не пишу, просто стало интересно с каких пор нацисты начали путешествовать по странам третьего мира.  Кавказцы в детстве обижали?",378129627.0,26,0,60
11,353734.0,"[id378129627|Fl], вовсе нет, вот в июле еду к другу детства, в Баку! И с огромным удовольствием жду этого момента. А вот ты, по части дискриминации действительно фору можешь дать нацисту, ведь решаешь же, кому место в ""путешествинниках"" а кому нет.",3718317.0,40,1,29
12,353734.0,"[id3718317|Царь], ну вот покажи своему другу из Баку свои фотографии с футбольного сектора, где чернокожих игроков приветствуют нацисткими символами.",378129627.0,19,0,60
13,353734.0,"[id378129627|Fl], обязательно! Что еще посоветуешь? Про то, что путешествовать мне нельзя я уже понял.",3718317.0,14,1,29
14,353734.0,"[id3718317|Царь], ладно, сдаюсь.",378129627.0,3,0,60
15,353734.0,"[id378129627|Fl], не для цветных, евреев, мясоедов, толстых, протестантов, коммунистов, нацистов... нужное подчеркнуть, суть одна. ты такой же как и ненавистные тебе нацисты, только делишь людей по другому признаку... все тот же фашизм, только гордо называющий себя антифашизмом...",135912943.0,37,0,
16,353734.0,"Поставил дизлайк на ютубе за шовинистический бренд WR. Хоть бы убрал это безобразие с глаз зрителей, автор. В разумном, цивилизованном обществе дискриминация не приветствуется ни в каком виде.",119880208.0,28,,
0,353713.0,"Я единственный здесь, кто уже пресыщен достаточно одинаковыми фотографиями и видами из путешествий, но с огромным удовольствием смотрит на девушек на этих фото? :)",169380643.0,23,2,35
1,353713.0,попец ничего...,4398921.0,2,,
2,353713.0,вы там живете?,251546548.0,3,158,
3,353713.0,"[id169380643|Сергей], главное чтобы девушками не приесытился))",433203.0,6,0,
4,353713.0,"[id251546548|Дмитрий], сейчас в Паттае живу",62280217.0,5,1,27
5,353713.0,"не хотели бы пост написать про жизнь,цены,переезд?",251546548.0,9,158,
6,353713.0,"[id251546548|Дмитрий], у меня долгая история........и я не нахожусь на одном месте больше месяца или двух......",62280217.0,16,1,27
7,353713.0,"тем более, аудиторию вы бы собрали",251546548.0,6,158,
8,353713.0,"[id251546548|Дмитрий], не нужно мне это) просто иногда хочется поделится тем что я вижу.......",62280217.0,13,1,27
9,353713.0,вы скромны,251546548.0,2,158,
10,353713.0,Больше точек.,411976398.0,2,0,16
11,353713.0,"[id169380643|Сергей], меня наоборот уже воротит от раком стоящих шкур, заслоняющих красивый пейзаж.",419903438.0,12,0,24
12,353713.0,?,414919083.0,1,0,23
0,353685.0,Себя в 66 вы врятли назовете дедами,4398921.0,7,,
1,353685.0,!!,50198250.0,0,,
2,353685.0,обалдеть ?,144373628.0,2,0,
3,353685.0,"»Всегда было интересно, где источники из которых питаются такие люди.так надо было спросить:)",766547.0,14,314,
4,353685.0,"Это ответ всем тем,кто говорит что у него нет подходящей снаряги)  молодец мужик) уважуха бескрайняя)",312388068.0,16,78,24
5,353685.0,лет шесть назад встретил в Польше охранника - дедушку в музеи... разговорились...он работал последних два дня!!! продал дом купил джип и со своей бабкой через два дня уезжал во Вьетнам...я спросил а потом что?..а потом не будет...был ответ!!!,20716858.0,41,61,43
6,353685.0,Уважение и почтение этому человеку!,56913814.0,5,0,
7,353685.0,Дай Бог здоровья!,3007674.0,3,0,
8,353685.0,"Источник очень прост... Страх старости и смерти... страх который гонит жить! ? в 20-25 еще не видишь перед собой старость и смерть как что-то реальное, это где-то там, в дымке будущего, эфемерное и очень теоретическое... а вот после 40 видишь это все отчетливей и отчетливей, как что-то конкретное, что происходит с тобой здесь и сейчас, с чем борешься каждый день...",18530502.0,64,72,
9,353685.0,"Знаю мужчину(не поворачивается назвать его дедушкой), ему 65, он катает по свету в поисках хорошей волны для серфа, ведет здоровый образ жизни и движет им не осознание того, что скоро все закончится, он планирует прожить еще очень доооло",134325225.0,39,0,
10,353685.0,"Может быть дело не в количестве жизни, а в качестве, и вот, когда с возрастом приходит это понимание, человек разворачивается.....",130134862.0,20,,
11,353685.0,"На Кавминводах живёт Кузьмич, которому 86 лет. Он ежедневно поднимается на Большой Тау. Это он вчера на склоне горы: https://vk.com/photo-54566161_456262290",9285449.0,23,,
12,353685.0,"Как бы это не было печально, источники, из которых питаются такие люди, это другие люди, создающие череду трудностей и делающие бесконечно больно. Такая вот цена.",83058987.0,25,4757,
13,353685.0,"Какой же он дедушка в 66? С Еленой не согласна. Просто уже дети выросли, работа закончена и проявляется то, что действительно нравится и о чём раньше за работой и не подозревал.",128108917.0,31,0,
14,353685.0,"Крутяк! Хорошо, что этот прекрасный человек не читает статьи о велопутешествиях и всякой там снаряге, а просто берет и делает, а то бы действительно остался дома, в расстройствах, что ""на таком далеко не уедешь"" и ""где ж взять велотуфли"")",17589585.0,39,0,
0,353658.0,"А мы там чуть грозу не поймали, пронесло)",156680769.0,8,0,
1,353658.0,"[id156680769|Даша], не очень весело было бы спускаться вниз)",10164180.0,8,1,26
2,353658.0,"[id10164180|Наталия], зато в пару раз быстрее) но нам повезло в тот раз)",156680769.0,12,0,
3,353658.0,"[id156680769|Даша], на попе ?",10164180.0,4,1,26
4,353658.0,"[id10164180|Наталия], ну так и я про что)",156680769.0,7,0,
5,353658.0,Волшебно!,414919083.0,1,0,23
0,353632.0,тоже интересен этот вопрос?,140006514.0,4,,
1,353632.0,а мне интересно где ты такие прикольные постеры взял?,167769430.0,9,122,26
2,353632.0,"Ну опять абстрактные непонятные вопросы. Что конкретно-то интересует?Бюджетно передвигаться - кэп отвечает, что автостоп - самый бюджетный вариант.Каучсерфинг есть.На один день смвсла в Швецию нет, в Норвегию физически не доберетесь. Бюджетно - на паром пассажиром подсесть к кому-нибудь, там цена не меняется от количества человек, каюты минимальные двухместные. Ну автостоп и все дела.",61842681.0,55,1951986,
3,353632.0,Дешевые междугородние автобусы - http://www.onnibus.com/en/index.htm (но ходят только между крупными городами с минимумом остановок). Автостоп тоже работает.Подробная карта национальных парков и прочего туризма - http://www.retkikartta.fi/?lang=enИз интересного - ну например вот это: http://blacktroll.livejournal.com/117544.html,184305645.0,42,,
4,353632.0,"Паром Хельсинки - Стокгольм, бывают дешевые билеты. Но в Швеции очень дорого, Скандинавия и ""бюджетно"" - это, в принципе, маловероятно)",746109.0,18,2,
5,353632.0,"мы на оннибусе садились прям на трассе остановка была...там просто заранее надо знать какой маршрут автобуса и остановки. из Хельсинки довольно дешево получилось на викинге до Стокгольма доехать, частенько бывают акции. а вот с каучем как-то не повезло, и мы и друзья пытались -ответов не было...хостел в Хельсинки за 22 евро был, номер при том попался отдельный с кухней внутри,недалеко от кампи -минут 10 ходьбы.",879525.0,69,,
6,353632.0,"В Норвегию тоже хотели, но оттуда нет паромов, сказали проще из Дании к ним попасть и дешевле. А в Финляндии возле озер много гостевых домиков, заранее звонить и бронировать- цены правда не знаю.",879525.0,33,,
7,353632.0,"Финляндия дорогая страна, там даже хостелы окажутся дорогими. Мы выбирались туда из Питера откатать визу в Лапеенранту, на день в Хельсинки и в аэропорт Тампере, чтобы бюджетно сгонять в Бремен. Вот и вся моя Финляндия) Самый бюджетный вариант по Скандинавии, думаю, это паром. Во всяком случае от Хельсинки до Стокгольма это будет самым простым и дешёвым способом.",1928893.0,57,0,27
8,353632.0,"Когда я ездила в Хельсинки к подруге (она русская, раньше жила в Хельсинки, потом в Рованиеми, на родине Йоллупукки, финского деда, очень активно принимала гостей у себя, буквально каждый день) сейчас я не знаю в каких она краях...Так вот, когда я приезжала,  там организовывался турслет на три дня на озера человек 40 нас было, каучей, тех, кто живёт в Финляндии в основном, но это и греки были и индусы и венгры и чехи, они общаются и регулярно встречаются, так что жить там бесплатно вполне можно. Я оттуда на один день сплавала в Таллин, в Стокгольм дешёвые были перелеты, но 1 день там жалко, надо больше:)",2394191.0,106,1,29
9,353632.0,"Посмотрите Порвоо - чудесный колоритный городок. Любителям парков понравится Котка.Савонлина - тоже интересное место, тем более что там самая северная средневекрвая крепость.Для ночевки из бюджетного мы чаще всего выбираем Лео-хотелли в пригороде Коуволы.Если захочется острых ощущений и есть фин.возможность, то рекомендую очень реалистичную гостиницу-тюрьму в Хельсинки - запомнится на всю жизнь",15075215.0,54,2,34
10,353632.0,"Паром в Швецию/Стокгольм дешевле всего из Турку, около 16 евро в 1 конец, но это на утренний рейс. В Стокгольме все дорого, я в 2013 жил в хостеле за 1500-2000 руб сутки и это я не в центре жил. Отели были вообще по 4-5к минимум были, а уж с нынешним курсом там ппц цены наверно. Дешевле в палатке заночевать где-нибудь, дабы там это везде можно. А передвигаться автостопом/на велосипеде.",5135694.0,72,,
11,353632.0,"Из мест это наверное остров-крепость Суоменлинна, плыть от Хельсинки минут 15,  потом родина Мумми троллей, вроде Тампере. Озера все прекрасны, домики там можно снять, сауны прям в домиках или общая на берегу. Кстати в некоторых квартирах есть сауны, даже на последнем этаже (центр в основном). Транспорт лучше оплачивать, в р-киоске продают зелёные проездные, они универсальны, по количеству дней, они действуют и за пределами Хельсинки, в ближней зоне (например до аквапарка там можно доехать по нему)",2394191.0,77,1,29
12,353632.0,Airbnb для миллионеров? Вроде нет:),185059317.0,5,1,26
13,353632.0,"мы ездим каждый год на машине до Светогорска оттуда на велике через границу до Иматры, отдыхаем на Сайме недалеко от города, на счет кемпинга не паримся,просто ставим палатку у озера и жжем костер в костровище, у нас там уже свое излюбленное местечко есть. Рядом стоят у них сарайчики для лодок, мы каждый год уже года 4 берем решетку для костра,чтобы готовить,мы не знаем чья она...Продукты покупаем в супермаркетах, там очень вкусная рыба,запекаем на костре. Вода в Сайме всегда очень теплая) Как то хотели зимой приехать, нашли хоста в Иматре,он согласился принять, но у нас не получилось. В Хельсинки тоже хотели вписаться, но никто нам не ответил положительно, кроме русской многодетной женщины(Её зовут Ольга и она,судя по ее страничке на кс, много кого принимает,можете написать ей). Хельсинки чудесный город, не понимаю как там может не понравиться. И Стокгольм тоже. В стокгольме мы ночевали в хостеле на корабле,это вышло нам 5000р на двоих,без завтрака,делайте выводы на счет цен на жилье) https://vk.com/photo126080818_436642966",126080818.0,173,2,
