,id,signer_id,text,len,city,age
10,353752,,,0,,
11,353747,,Фото: Jake Elko,3,,
12,353739,67901524.0,"Шёл 5-ый день трекинга в непальских Гималаях. На рассвете мы отправились на встречу к священной горе Аннапурна, к нашему первому в жизни восьмитысячнику. Мы шли в гору, быстро набирая высоту 4100 м и скользя как на лыжах по замершему снегу. Впереди зарождался новый день , а вместе с ним что-то новое появлялось и в нас. Солнце только начинало касаться розовыми лучами острых вершин гор, озаряя ярко-голубое небо, а Аннапурна, как прекрасный цветок, распускалась во всей своей фантастической красоте. Мы шли и слезы наворачивались на глаза, что наконец-то увидели ее, такую величественную, такую необъятную, чувство восхищения и поклонения не покидало нас. Мы прошли такой тяжелый и длинный путь, а горы все время учили нас стойкости, смирению, равновесию, мудрости.Аннапурна как будто живая, смотрела на нас, а мы на нее, не смея произнести ни слова, но переполняясь чувством благодарности и счастья, что мы здесь и можем все это видеть собственными глазами. Мы чувствовали всю мудрость и могущество незыблемых и высочайших точек нашей планеты, сливаясь с ними в одно целое, вдыхая их священную энергию. Это чувство не поддается словесному описанию. Это то, что происходит с тобой внутри, состояние абсолютного счастья и единения с природой. Мы были окружены кольцом из снежных гор, впереди Аннапурна, освещенная утренним солнцем и плывущими легкими облачками, а сзади мрачные, с застывшими в воздухе тучами Мачапучара (6998 м), Хинчули (6441 м) посреди ледяной пустыни, но в самом центре силы, могущества и священных вибраций.",236,282,26
13,353734,332070896.0,"Как собрать рюкзак в поход? Записал руководство по сбору рюкзака в горный поход, будет полезно новичкам!",16,,
14,353713,62280217.0,".Таинственный, чарующий, мистический , завораживающий, демонический, поражающий и постоянно удивляющий меня....остров Бали...словарного запаса не достаточно чтобы выразить мою любовь и эмоции к этому месту ....",25,1,27
15,353685,210064.0,"Батуми, обед, посольство Ирана. Маленький русский дедушка на азери разговаривает с послом, выясняя подробности получения визы. Он приехал из Краснодара на своем складном Стелсе, перевалив через Кавказ, военно-грузинскую дорогу и Гори. Несколько лет назад деда Никита потерял всех своих родственников. Зубы тоже выпали. Зато он нашел кепку РЖД и велосипед. Это поменяло дело и вот с тех пор он посетил десятки стран, как с велосипедом, так и без. ""Если останусь дома, сопьюсь и умру сразу же. Слишком уж подходящая для этого атмосфера"". Поэтому он сдал квартиру, нагрузил в корзинку вещей и поехал по странам из своих детских мечт. Сейчас он в Батуми, в ожидании иранской визы для того, что бы попасть в Пакистан. Деда Никита рассказывает истории, делится лайфхаками, едет по 100 км в день, пишет на форумах и бесконечно отражает солнечный свет своими серебряными зубами. В свои 66 лет он сломал сценарий и ожил. А мог бы пойти по старой схеме и утопиться в бутылке. Всегда было интересно, где источники из которых питаются такие люди.",167,2,
16,353658,10164180.0,Ловля облаков на Демерджи. Выплывающая из ваты вершина Чатырдага.,9,1,26
17,353632,393405376.0,"Всем привет! Планируем этим летом самостоятельно поехать в Финляндию. Хотелось бы узнать советы от людей, побывавших там:1) Как максимально бюджетно передвигаться и какие места, возможно малоизвестные, но колоритные, стоит посетить? Возможно какие-нибудь необычные озера, парки, города и тд.2)Где лучше останавливаться, хостелы или кемпинги, каучсерфинг может быть?3)Возможно ли бюджетно, хоть ненадолго попасть из Финляндии в Швецию/Норвегию. Хотя бы однодневную вылазку устроить..4) Отдельные советы, рекомендации и тд.Заранее очень благодарен всем, кто откликнулся и дал совет!",81,2,
18,353605,22231786.0,Русский Север#пленка,2,1,
19,353585,2578006.0,"Путь Сантьяго, день 12Утром в 7 часов вышел за дверь альберга. Свежо, но светит луна и вот-вот появится солнце. Пора идти.Дорога петляет через пшеничные поля, и ни одного виноградника не видно, а это значит, что я выхожу из Риохи и начинаю идти по области Кастиллия и Леон. Костя говорил, что дорогой встречал множество зайцев странного черного цвета, но мне так ни одного и не попалось. Может они все в Кастиллию убежали? Дорога идет через местные деревеньки, одна одной меньше. Похоже, ближе Бургоса городов тут просто нет, а Бургос мне активно советовала посмотреть сегодняшняя попутчица-испанка.В крупном поселке Белорадо я останавливаться не стал (и совершенно забыл, что хотел купить хлеб), а прошел еще 5 км и остановился в Тосантосе. Это деревня деревней, без магазина, но с баром и автобусной остановкой. Бар, похоже, процветает. Кроме этого еще есть альберг, госпиталь для пелегрино и все. Больше ничего интересного тут нет, похоже. Напротив местной церкви на веревке сохнут портки, в огороде за забором растет чеснок, а в большой каменной ванне фонтана мужик купает свою белоснежную самоедскую лайку.Подхожу к двери.- Вы говорите по-английски?- Мой английский очень плох. Это госпиталь для паломников.- А, то есть не альберг? А у вас остановиться можно?- Ты хочешь остановиться здесь?- Хочу.- Спать придется на матрасе на полу. Оплата - донейшен. - Прекрасно, я остаюсь тут!Здание госпиталя очень древнее и представляет собой типичный средневековый типа-фахверк. Это значит, что из бревен и крупных палок сделали некоторый каркас, а свободное пространство между ними заложили камнями и глиной, как получилось, и так же заштукатурили. Из-за этого все бревна и палки каркаса видны снаружи. Архитектора к этой работе явно не привлекали, делали своими силами из того, что было. Главное чтоб стены держались и крыша не упала. А кривые балки - ерунда, ибо не на выставку. Выглядит очень топорно, но при этом производит впечатление мощи и устойчивости, и думаю, еще не одно столетие простоит. - А можно у вас еду приготовить? - спрашиваю я,- Ужин для всех будет в 8 часов.- А кухня есть? - не унимаюсь- Есть...На двери кухни видна надпись ""cochina privada"", из чего понятно, что пускают туда явно не всех.- А можно приготовить еду?- Ты хочешь сделать это прямо сейчас?- Да, хочу.- Ну окей, пойдем, мой друг. Кстати, зови меня Санти.- Санти?- Сантьяго. Санти. Я местный доктор для пилигримов.Обычно у пилигримов какие болезни? Мозоли, ноги.. иногда спина. У некоторых проблемы с головой (смеется). Вот сковорода, ты ее искал?Да, ее. Достаю из рюкзака полкоробки яиц, купленных вчера и не доеденных, достаю банку фасоли с чоризо.- Вот, пользуйся плитой. Только ешь, пожалуйста, в столовой, а не на кухне. Кстати вот, это для тебя, угощайся. Он достает тарелку, накрытую другой тарелкой. В ней лежат сырники.- Это русская кухня, ты же русский, да? У меня тут три дня лечила ноги русская девушка. Сегодня ушла утром, и на завтрак вот как раз этого нажарила.Слова ""сырник"" он, конечно, не знает. Несладкий, но вкусный, со сметаной такие хорошо. Но сметаны, похоже, тут нет. Жарю свою яичницу, грею фасоль и усаживаюсь за стол в столовой.После обеда нахожу его снова. - Слышал, говорю ему я, - тут церковь в скале есть.Не понимает. Махаю рукой в ту сторону, где над селением возвышаются скалы и где на карте нарисован крестик. ""Иглесья"", говорю ему.- Аа... Она закрыта сейчас. Но можно снаружи посмотреть, 5 минут отсюда.Хотелось, к слову, изнутри. В качестве примера католических соборов в готическом стиле я посмотрел Нотр-дам в Париже и две большие базилики в Лионе. С тех пор желания смотреть изнутри не возникало, так как принцип я понял. А снаружи я их и так каждый день вижу и к местной архитектуре почти привык. Здесь же при виде словосочетания ""церковь в скале"" воображение рисовало нечто похожее на иорданский город Петра. Хоть я и видел его пока только на фотографиях. Сблизи же все оказалось не таким интересным, вход был облагорожен и облицован обычным камнем, пристроена колокольня и поставлен временный забор. Что внутри я так и не узнал.За время моей прогулки сюда заселились еще человек 20, в том числе сегодняшняя попутчица-испанка. Пациентов сегодня нет и Санти пускает всех желающих.В баре есть вайфай. Это единственное место в деревне, где можно залезть в интернет, не считая дорогого интернета с телефона.Заказываю севен-ап со льдом, рассматриваю барную стойку. Все имеющееся вино - Риоха.- Есть ли что-то местное? - спрашиваю.- Конечно! - гордо отвечает бармен. Стучит пальцем по бутылке и говорит ""Риоха""!- Мы разве в Риохе? - спрашиваю я.- Конечно нет! - отвечает он, - Мы в Кастиллии и Леоне, оно же Бургос. И даже карту мне нарисовал, где между регионами граница проходит. С географией разобрались, а вот какое вино здесь считают местным, мне еще только предстоит выяснить. По-моему, Кастиллия производит что-то своё.Завтра очередной день похода через деревни, продвигаюсь к Бургосу. И надеюсь, завтра уже не забуду купить хлеб :)#caminodesantiago@travelzakharov",790,0,
